[Nodes]:598
6804,1597834.66696202,138659.832240529
6824,1597861.64363391,138674.477830318
6826,1597862.17170933,137699.665839978
6830,1597864.84324786,140538.871635678
6840,1597881.91269691,142118.204878923
6842,1597882.95011741,139556.339905962
6845,1597884.56183053,140486.267217428
6850,1597893.03419779,137260.533344008
6878,1597918.25198833,143058.746163266
6887,1597931.67852103,137956.641630569
6909,1597965.16196766,137457.966379402
6911,1597968.82529861,138757.882670148
6913,1597971.49211812,142179.839276624
6935,1597996.74981735,136831.935801676
6938,1597997.51352737,142394.95081942
6941,1598007.83853198,141169.323525429
6949,1598024.98675331,142577.501882137
6993,1598088.10586119,143124.538929238
6994,1598088.16959824,137371.200896372
7002,1598096.27142026,142450.553018908
7004,1598098.51937503,142265.095931553
7009,1598103.66248255,137066.05776457
7025,1598129.00670058,139003.041203847
7030,1598134.61872399,136511.313447655
7051,1598160.7518015,142675.904772351
7056,1598167.19227949,137415.901837013
7074,1598187.57820518,138110.509079902
7089,1598207.44616126,139821.912657676
7093,1598209.74812975,142498.998116423
7114,1598236.64747294,142343.586389394
7116,1598237.70754589,140498.176767615
7120,1598242.73894613,137788.637604924
7144,1598276.04214232,141961.763803181
7157,1598297.33079832,141603.396071989
7171,1598310.5234506,141301.166252105
7173,1598313.01244686,142532.86295509
7188,1598334.85927972,140953.631662515
7193,1598340.3092088,140501.296226843
7202,1598352.3813907,142747.351837976
7226,1598388.32464554,142143.741873966
7239,1598406.89084685,142011.543420803
7242,1598412.36621225,142696.294165362
7260,1598433.24847291,143332.089017028
7269,1598442.28049732,139480.566796158
7275,1598450.54598074,139551.432496011
7284,1598463.74152931,140288.788998195
7287,1598465.82609953,142710.768375006
7296,1598481.39195266,138285.849608327
7299,1598486.81921397,142588.147352003
7301,1598489.6623223,141654.571103063
7302,1598489.75481615,139924.598993162
7309,1598497.52182895,142719.600862261
7319,1598510.90107473,141126.133664127
7333,1598547.5639201,142822.93857338
7350,1598575.38401722,143497.58738539
7372,1598603.77188752,142211.045228316
7397,1598634.32244967,136255.388760787
7401,1598636.91498397,138583.330411522
7417,1598659.09392943,141373.373679174
7423,1598663.82185404,139275.905778827
7428,1598670.327735,138149.249224
7448,1598698.05564881,136855.821280219
7449,1598698.5234868,139283.093293171
7462,1598714.2613272,143061.543642695
7479,1598723.74326517,141934.341018004
7490,1598729.69780296,142229.207990578
7500,1598737.54868785,138327.563004448
7501,1598738.96704361,138917.355132807
7518,1598761.69348483,138083.152644703
7519,1598762.4706077,141189.591118187
7527,1598769.77272582,138453.262575466
7539,1598786.1709296,138519.01011543
7551,1598800.84100014,136615.223383441
7554,1598804.42517421,138942.253377865
7566,1598812.53407868,142600.08174468
7584,1598833.40917152,136428.119642338
7585,1598836.29709016,141046.174274095
7586,1598838.35051395,139119.331326786
7598,1598851.22350894,140829.32787485
7605,1598855.79338711,139397.297117041
7615,1598875.22213042,138344.736965343
7630,1598898.69059163,141775.591312073
7632,1598900.2213849,137674.245807005
7635,1598904.40685905,142420.721076836
7643,1598919.46820234,142054.261493292
7646,1598924.38944699,143456.54431
7653,1598930.89713711,142595.140040847
7656,1598935.89225379,141889.875766098
7666,1598946.35159285,138427.484889958
7668,1598951.45229555,139766.285788056
7678,1598966.90948999,138110.911185187
7679,1598967.60145025,136935.438239413
7694,1598994.24865664,142476.753394867
7709,1599012.42925079,141558.824055042
7712,1599017.87867539,140936.418842209
7734,1599035.7540443,142255.218573647
7748,1599062.43234086,138122.76836086
7752,1599063.09071724,141229.213398194
7762,1599073.54167305,136769.193213273
7763,1599075.27777289,140399.599104823
7764,1599077.47346519,140393.257682825
7792,1599102.25400514,137632.192172627
7799,1599114.69086648,142214.888932108
7807,1599119.83016312,136694.88799069
7828,1599148.53516149,138900.166640884
7837,1599161.80862691,141306.353672691
7853,1599192.24069113,142721.861691636
7871,1599226.43364754,142075.92894329
7883,1599235.05967638,142306.728456407
7888,1599243.74549356,139271.33813025
7890,1599244.28294334,138523.217152681
7897,1599256.17764151,137161.866116291
7903,1599264.37384253,140649.648810871
7916,1599284.46130823,138286.664114936
7923,1599289.0686697,136487.338846339
7933,1599309.52606247,141747.368981738
7942,1599321.60481463,136658.458088816
7952,1599329.75947233,136597.795898934
7956,1599331.91711794,140570.689872633
7963,1599340.90341202,137456.028054114
7982,1599372.5005056,137563.470611761
7987,1599380.37189849,136374.745351316
7990,1599385.0751102,141429.712459298
7991,1599388.49903416,141149.272021978
8006,1599410.12721539,142432.58408953
8018,1599434.50551048,136283.929663835
8027,1599442.62110327,137906.774438885
8041,1599451.33824177,138380.192751675
8060,1599473.15078902,139995.69283685
8072,1599485.42265611,143448.140203065
8080,1599489.30925348,138959.440027964
8116,1599526.78512151,138139.606879572
8122,1599533.7744951,142619.206870856
8131,1599540.76350332,139264.861992528
8139,1599551.52883821,143227.161281965
8144,1599561.99342205,142738.425196094
8155,1599582.83436739,142595.362704789
8163,1599593.04677628,142971.606217712
8180,1599621.76258351,142705.467559962
8194,1599639.92828689,138483.888846903
8202,1599652.3597473,138981.888589491
8207,1599657.72698718,139326.514848965
8213,1599665.15710138,140355.196854623
8218,1599671.86964281,137013.308240891
8229,1599693.99560376,143037.894246342
8234,1599696.65609352,139875.365667283
8245,1599711.22777615,141635.63626079
8251,1599722.22986888,140318.273095571
8269,1599743.32532049,143008.443523169
8270,1599744.60232582,142474.716571391
8278,1599751.38071552,138546.663992653
8298,1599784.77722886,142655.37802404
8302,1599791.01047349,137303.274443206
8306,1599799.47295047,136316.462108527
8322,1599820.76490648,138211.866410763
8326,1599826.48630205,143347.67091665
8334,1599843.6578479,139123.56775581
8343,1599849.09681033,136707.652654303
8357,1599864.59255038,140729.849630273
8361,1599873.10692022,141748.564246967
8380,1599902.09495878,142787.404038372
8383,1599907.67763703,143245.462608812
8384,1599910.56352062,142444.503140116
8421,1599962.09329479,138662.889926671
8436,1599981.38923796,141737.007541277
8446,1599998.41564149,142420.776025706
8447,1600001.71946009,141013.366583876
8448,1600003.07170333,138397.030985551
8449,1600003.67844331,141510.34214285
8491,1600057.73096081,136736.153703861
8500,1600073.95242429,139545.439480324
8514,1600095.41904959,142463.568210038
8515,1600097.56103412,136441.713724533
8516,1600098.42341071,141444.965483975
8518,1600101.2898498,142537.34889495
8519,1600103.14196164,141371.115828059
8529,1600118.84363181,136858.785207848
8537,1600123.47748831,138753.031946164
8556,1600158.64516747,141737.483617835
8557,1600159.93100923,140752.537053366
8561,1600163.84742956,137680.978584213
8592,1600193.51594853,142245.833697647
8597,1600209.72058871,141274.171536038
8606,1600218.37617834,142636.461862815
8612,1600225.6658513,137936.402060769
8625,1600248.75651165,142064.548341742
8626,1600251.92929532,138516.639942648
8634,1600260.33651919,138348.326458304
8646,1600280.43218183,140852.352634854
8658,1600292.26251376,137640.705789848
8663,1600295.5879543,142221.647012352
8673,1600303.71969251,140544.263003736
8683,1600313.52293866,138858.182113159
8684,1600313.90137677,140665.419675235
8686,1600317.05848176,143398.401150174
8705,1600348.73669123,140003.741987747
8714,1600357.30515779,141153.995088048
8731,1600379.77493694,137631.634482034
8743,1600392.37616261,140733.846828621
8762,1600418.2589541,141421.720611357
8763,1600420.13752929,138812.268806153
8772,1600426.75060755,136467.988570713
8783,1600443.36669688,140432.647759248
8784,1600443.58083669,136356.972269528
8792,1600452.82585009,143084.169015249
8798,1600461.7208354,141250.479373769
8808,1600469.98489212,139853.161999119
8813,1600479.79571939,140695.292286436
8824,1600490.20577374,140866.372049709
8837,1600505.75964592,140791.377577503
8855,1600526.21349793,141918.027035875
8867,1600544.28170595,142171.197232007
8873,1600551.86831648,137610.621345617
8888,1600581.65776349,142646.052605845
8921,1600622.71124699,142771.352059669
8927,1600628.88278595,142188.747561093
8941,1600638.79979017,143250.863361772
8965,1600669.04472842,141169.904649862
8967,1600669.64585618,137310.804178057
8971,1600671.40514467,140703.289485787
