[Nodes]:598
1492,1592816.13537038,143462.577617195
1515,1592830.74274268,143408.925725447
1534,1592841.72478616,143338.643083242
1636,1592931.9654531,143435.48933323
1657,1592949.35773029,143342.726542884
1764,1593024.0883717,143442.040860612
1775,1593034.0728839,143385.15618289
1808,1593052.51366415,142556.952585154
1858,1593092.69289574,141900.19354232
1874,1593103.34098002,142229.652695417
1919,1593130.33820646,141761.412992865
1935,1593142.93287655,141662.095277952
1965,1593165.85802329,142213.081788802
1986,1593183.13173277,141834.657277337
1989,1593185.42706643,142280.612223936
1995,1593190.39314303,142107.06408807
1999,1593193.47047159,142613.260429051
2017,1593208.50415716,142356.782143061
2020,1593209.26617674,141571.398478153
2021,1593209.40152087,141347.099131708
2046,1593230.2090884,142828.28594676
2049,1593234.6908272,141627.65962178
2051,1593235.5635943,141422.667790459
2060,1593246.34092305,142476.818806544
2072,1593250.09898906,141154.232094468
2086,1593261.89056453,142525.37233281
2105,1593277.53063207,142125.057403128
2108,1593279.24969689,142876.954108293
2113,1593282.74108694,141172.834288587
2120,1593291.17630362,142246.900602681
2132,1593299.11729025,141832.537936082
2151,1593314.46595477,143295.702356777
2152,1593314.64812978,143059.965766844
2167,1593325.90184497,142599.803210631
2188,1593340.85299322,143232.012075459
2200,1593348.55425928,141294.102734947
2202,1593349.22508823,142948.087336389
2209,1593354.79201944,141212.647530701
2213,1593363.30726138,141965.937912771
2242,1593382.57690961,142188.694861191
2262,1593390.49244259,141445.591209231
2273,1593395.73200034,142628.961422759
2301,1593415.93351128,143026.474807941
2306,1593421.734845,143147.832103801
2326,1593439.21147702,142333.020898941
2327,1593439.46578194,141648.405858656
2330,1593440.06780428,141393.484438216
2356,1593456.37561205,142920.338278087
2362,1593469.83803645,143222.377765443
2376,1593478.50787009,141903.580283567
2377,1593479.14702793,143352.388132959
2393,1593489.12740514,143039.327555736
2395,1593489.85760599,141690.550720708
2398,1593490.83172296,142065.956881024
2405,1593495.00345748,142861.435068222
2406,1593495.26750395,141275.658392906
2409,1593497.63193616,142524.178944579
2414,1593500.80913801,142175.704500243
2417,1593503.6132309,143417.521656472
2422,1593507.67906455,142663.414900295
2430,1593521.33620271,141461.278713023
2467,1593561.83107138,143075.883826293
2479,1593571.40415023,143255.828929078
2488,1593579.10891619,141856.349662627
2489,1593579.23776023,142927.574603473
2497,1593586.25821485,142449.539967529
2498,1593587.03887587,143406.420269081
2518,1593595.41722599,141931.129555098
2529,1593602.19193875,142555.981742694
2537,1593610.74596261,142164.406741033
2542,1593613.26083207,142955.008786555
2555,1593622.56350793,143085.024735152
2558,1593625.88999663,143474.52598704
2562,1593628.18890355,142874.208549748
2563,1593628.37041683,143278.929035994
2580,1593639.49693791,142977.430288371
2583,1593641.31299444,141738.831955719
2607,1593658.65438281,141834.238074332
2623,1593673.06120304,142678.308196131
2634,1593682.96012246,142024.026980682
2635,1593683.16099026,141933.376404593
2656,1593702.48170846,142920.167989539
2663,1593705.99148776,143330.10733503
2673,1593719.6539171,142188.034363563
2684,1593733.0193268,143229.135075014
2712,1593762.69447197,142022.355394662
2713,1593764.89411541,141170.37811663
2715,1593765.88931091,141507.242738941
2746,1593800.67026452,142496.09463662
2751,1593806.40210151,143334.975495674
2758,1593814.02029775,141910.532863607
2767,1593824.96287109,141366.420763656
2773,1593827.46153665,143036.666762348
2782,1593835.48516845,142015.852472619
2791,1593849.27632751,143165.864416474
2816,1593869.15809848,141652.136747315
2820,1593872.10515758,143499.323809939
2825,1593873.69565245,143107.431466389
2830,1593875.91161973,142588.720211757
2836,1593879.94601206,143025.970920864
2837,1593882.59896213,141369.258466796
2838,1593883.8235997,143348.705992301
2840,1593886.08600644,141728.178169228
2843,1593892.8474703,142224.943544327
2846,1593895.30472402,142012.340159103
2850,1593900.50987965,142350.084131242
2851,1593900.94245229,140605.632359461
2854,1593902.66095375,141908.443515653
2865,1593912.21317421,142455.65984483
2889,1593956.05726425,141910.406722809
2890,1593957.40977564,142689.441718686
2903,1593964.56783927,143367.654261761
2904,1593965.16066266,141618.690300859
2907,1593968.06262254,141715.645265094
2910,1593970.6571558,143154.673312438
2913,1593975.8881569,143487.889126562
2914,1593976.66629991,141814.910770318
2919,1593982.95075871,142424.930638686
2922,1593984.08140328,142035.210235647
2947,1594012.11932362,143252.788086638
2949,1594014.3100863,142170.689147368
2961,1594026.45300489,143132.190965382
2963,1594029.85048952,141378.143484524
2974,1594040.68051591,142747.452573398
2977,1594041.71549139,143386.999406043
2994,1594058.56805571,143450.555805536
2996,1594059.20587796,142649.260801514
2998,1594062.20403898,140871.318013499
3004,1594068.48515937,142416.52640924
3019,1594090.95827385,141867.989450581
3025,1594094.63436531,142537.552805943
3026,1594094.78258327,143343.553875199
3029,1594098.68081981,142061.164330454
3042,1594119.78293181,142142.599895068
3048,1594124.77483308,140905.782239331
3053,1594129.05031189,140829.590331159
3062,1594137.59164793,142197.292251769
3065,1594139.49810078,142926.572847905
3085,1594153.83519821,143224.262485868
3086,1594154.7390595,143437.563435825
3089,1594157.35791397,138902.732017403
3092,1594159.06374068,142720.900128798
3097,1594162.41099418,142542.48293254
3098,1594165.79781593,140805.436229302
3113,1594178.75831878,142066.369981437
3117,1594185.3859778,139232.713162784
3125,1594198.7652349,142460.446844416
3154,1594227.13528283,142536.596015131
3161,1594234.49164512,143341.817620281
3164,1594242.52344082,142871.911589681
3173,1594247.73659894,143260.669371101
3200,1594279.38947497,143073.363583227
3209,1594295.12525542,142523.436524374
3214,1594299.41573448,139441.040610672
3221,1594308.77694651,142952.479293935
3228,1594315.48740131,139316.260435393
3243,1594333.19046873,139196.360704629
3247,1594339.46734922,138926.747247463
3290,1594382.63335124,138880.114408603
3321,1594419.58352547,142975.378867244
3409,1594508.44168059,139484.219932055
3419,1594513.30697786,139319.71619608
3485,1594572.47602228,139080.295107963
3521,1594598.04308812,139823.523966092
3532,1594606.23755083,139958.974804066
3548,1594623.6717443,142090.293095206
3553,1594625.10444147,142113.261135305
3556,1594627.11472948,142159.020502849
3592,1594660.90883839,139245.92610957
3611,1594689.22576589,141559.721714022
3674,1594748.1084446,142798.425957337
3677,1594751.14382974,139787.142527779
3719,1594797.38890249,139033.810800949
3722,1594797.89102519,142058.285419476
3753,1594827.47237563,140976.165013427
3777,1594841.32617118,139214.055325162
3787,1594849.96378102,141592.942718301
3803,1594864.63105659,139344.70061514
3836,1594896.45721621,142656.788858904
3850,1594909.0802452,142267.175873455
3854,1594911.48360001,142767.586491075
3907,1594962.45674276,141219.437382187
3936,1594999.72320241,139032.540394714
3973,1595050.51604275,139700.510960009
3990,1595062.22912006,142657.054490785
4036,1595110.83625514,139856.943222297
4057,1595135.77411522,140538.838040549
4059,1595136.71460663,139911.03332678
4068,1595154.6435576,139243.663802544
4120,1595227.72409269,138646.635327774
4134,1595244.67176073,139051.414737394
4136,1595246.3718808,142321.030120779
4161,1595272.63839298,142232.380303647
4209,1595332.59466842,141477.329595637
4252,1595371.03391449,139656.795298875
4261,1595389.25025978,139858.939239452
4304,1595442.11203314,138997.01106361
4312,1595451.01656334,139252.767022541
4322,1595464.8561425,138682.040118815
4331,1595473.34566573,139994.220771521
4335,1595476.07593811,138738.770416638
4364,1595511.62031035,142659.280723793
4393,1595541.48275196,141021.741425598
4441,1595587.8693649,140391.978265516
4450,1595596.97826448,140211.351158254
4495,1595643.36756469,140686.853146445
4512,1595657.53278326,143173.511802383
4515,1595659.93501485,141046.233934101
4530,1595676.51410714,143056.152307106
4534,1595677.60364136,140098.796181167
4548,1595691.32966729,141423.412956926
4596,1595736.50940379,142697.863352159
4602,1595740.8544358,139203.866233078
4646,1595781.39071854,142433.948193695
4650,1595790.54768793,142376.89193328
4665,1595808.57726358,142268.390414219
4700,1595845.08406036,142049.221274884
4702,1595846.84863512,137017.552278309
4716,1595868.37566163,139526.096231557
4721,1595872.27351084,141883.670760495
4732,1595878.16948666,141850.87801062
4790,1595934.33614208,141511.079177196
4812,1595955.71600777,142482.472072389
4821,1595963.81681124,137211.772821801
4822,1595965.09554978,140338.482664116
4826,1595967.74868852,142987.15439335
4827,1595968.06385214,141348.007213571
4843,1595979.83205799,137787.540189202
4848,1595985.51586875,141306.271577692
4956,1596111.79547853,141152.148746238
4964,1596120.20753616,138137.369955404
4995,1596148.10705294,139922.887907089
5117,1596234.34366797,137388.995494462
5119,1596235.33183451,140439.717596698
5122,1596236.81213175,140133.947126861
5184,1596285.05123947,141078.027871748
5202,1596307.78504979,137439.324451608
5210,1596314.95997037,139547.032393076
5231,1596331.68322332,143044.315029405
5232,1596331.78177138,137455.612488063
5235,1596334.19866647,140183.565236943
5240,1596339.05510402,139554.281169397
5245,1596348.99510676,141766.890215294
5262,1596368.51174095,140887.840147844
5268,1596374.6453871,142943.244006875
5271,1596377.05035503,141545.972299878
5323,1596444.27184266,139984.144351234
5350,1596473.63924588,138476.853556609
5379,1596496.52203298,139688.87486943
5403,1596518.17808003,140010.772022108
5429,1596548.7747393,140903.586007414
5466,1596580.96658674,137915.237028965
5471,1596585.35400016,140696.904237761
5516,1596628.93998215,141223.994426587
5530,1596645.15670494,142356.44572882
5542,1596652.07706625,140344.545056606
5566,1596674.76936335,139680.402185968
5593,1596703.59163393,138636.638659476
5597,1596709.88183308,141050.284131478
5616,1596726.94745169,139858.973996903
5619,1596730.00948158,138048.092369434
5635,1596744.8467751,141729.768736403
5661,1596774.81658558,140902.744041966
5671,1596787.69830897,139778.586072974
5686,1596802.986064,141939.055978623
5699,1596814.45453786,140242.103394498
5712,1596827.34691963,141424.887123121
5758,1596867.64852497,142543.062427427
5760,1596868.60505566,143348.154966268
5769,1596877.20841795,137976.510085187
5773,1596878.39260812,140572.754581691
5790,1596893.54865777,138336.982527646
5793,1596894.06366378,139409.497530198
5839,1596938.67778407,143073.57538573
5858,1596951.09655238,141662.491023563
5874,1596961.64422161,143367.414427304
5879,1596964.11961215,142631.050327185
5893,1596981.68722595,137279.414893153
5912,1596995.80629674,137829.875796306
5913,1596996.32227547,141550.549761776
5917,1596998.765422,137107.236927353
5924,1597007.30885771,141126.576740654
5930,1597014.52263621,143094.945604655
5935,1597021.59722954,140477.68983298
5937,1597021.80918351,139026.684146324
5977,1597051.9887308,141452.10283926
5979,1597054.68804022,143386.676021725
5985,1597060.24679782,138320.453295894
5989,1597063.74520001,142844.393569226
5991,1597065.06099004,137478.042097426
5992,1597066.32863341,139387.322064803
5998,1597069.58891882,137272.653387042
6011,1597084.25085577,140558.668449187
6014,1597087.329519,141012.762114523
6018,1597092.56545033,137212.793029629
6021,1597097.21434494,142669.940889192
6028,1597108.24072353,143110.942115088
6029,1597111.95816025,142854.374257018
6034,1597117.88246867,140583.77104869
6056,1597142.91590456,139814.67518454
6065,1597158.70597224,138748.928639689
6075,1597172.2657738,139306.085197647
6082,1597178.85190155,138839.251491833
6087,1597183.44580812,140633.618445867
6089,1597184.05431761,138865.272745113
6096,1597187.39924354,140443.976777181
6124,1597215.61242843,138060.129782869
6125,1597216.05196146,138795.939734351
6131,1597220.85418585,140661.768637223
6144,1597234.34054223,138809.931113232
6160,1597248.583737,138015.929609504
6178,1597264.26045743,139471.360908892
6180,1597265.45097916,140318.428289059
6191,1597272.0501154,139565.923993719
6199,1597279.99627977,142860.819089424
6209,1597283.09018805,139171.440219956
6216,1597292.08764071,139307.068459113
6232,1597307.40120289,139267.15676808
6235,1597309.86538979,139596.422994949
6238,1597311.77168586,143337.874313462
6256,1597329.86176589,142786.118893551
6265,1597337.45220684,139237.110619279
6275,1597343.39493989,139093.227698063
6311,1597368.45781999,139483.850261287
6319,1597372.23950447,139201.222507367
6332,1597383.39863068,139189.93330509
6334,1597385.30794846,142705.778127943
6354,1597400.11224392,140477.808973123
6357,1597404.02866789,140522.826987028
6370,1597423.98758146,139147.317301956
6383,1597430.69928219,138867.561501174
6399,1597445.59528467,140309.235266485
6412,1597454.03704629,139117.258019803
6421,1597458.3484689,140840.157886282
6426,1597463.78356841,140259.724730778
6442,1597478.68297771,143383.769578281
6448,1597484.25552935,136970.746469271
6482,1597509.22812104,139059.528485636
6490,1597514.3695715,139162.624995987
6496,1597519.13071811,137288.579654759
6497,1597519.96253753,137037.085194799
6506,1597529.93424475,140242.809009464
6511,1597532.97922942,139256.030083332
6520,1597546.59315373,139002.646984201
6535,1597566.01242167,138742.530407476
6536,1597566.12216051,138733.478636762
6544,1597574.04048879,138959.576893141
6555,1597581.68722153,142928.963285312
6559,1597583.44328145,139596.366232241
6560,1597587.4007221,139602.855333376
6566,1597594.85906209,137216.956087205
6568,1597597.05919954,137462.27620331
6574,1597603.93740555,140349.954221716
6584,1597616.1712656,138572.659308364
6590,1597620.75850186,140912.323884895
6628,1597644.06319271,139367.450023079
6630,1597645.56828478,140788.228618981
6640,1597657.51006355,138824.949990473
6641,1597660.05758554,138646.357296329
6680,1597710.52952354,139289.382433978
6682,1597713.48808818,140818.161143782
6684,1597715.79352629,140802.767650849
6692,1597720.9960467,139443.459437476
6694,1597725.6244358,139446.682897614
6695,1597726.23572936,138753.019446489
6702,1597731.9704951,141010.172283987
6704,1597736.03948999,140687.921756909
6707,1597741.63242415,137237.128392059
6713,1597744.56861214,139227.275955025
6735,1597761.89233883,136345.757020504
6743,1597770.11726563,137052.578088004
6746,1597772.95401127,138390.850318961
6753,1597778.60804879,136926.232648686
6769,1597794.00586288,140540.075815931
6782,1597811.54224401,138963.396693368
6783,1597813.28009323,140063.39220066
6787,1597817.54036285,140025.729986338
6789,1597818.95020863,140121.253040859
